Year	Species	Gear	Metric Tons	Pounds	$
2004	SURFPERCHES	Lines	36.1	79636	158528
2004	SURFPERCHES	Unspecified Gear	0.0	78	99
2004	SWORDFISH	Trawlss	181.4	400018	942473
2004	SWORDFISH	Lines	934.9	2061078	3219509
2004	SWORDFISH	Unspecified Gear	68.8	151772	670003
2004	THORNYHEAD	Trawls	198.4	437288	423237
2004	THORNYHEAD	Pots and Traps And Traps	0.0	27	27
2004	THORNYHEAD	Lines	118.5	261267	797873
2004	THORNYHEAD	Lines	0.2	519	1351
2004	SHARK	Trawlss	1.6	3603	2500
2004	TUNA	Trawlss	13.0	28659	27884
2004	TUNA	Lines	759.6	1674550	1357325
2004	TUNA	Lines	573.0	1263275	1054559
2004	TUNA	Lines	22.2	48985	147696
2004	TUNA	Trawlss	9.9	21928	37567
2004	TUNA	Lines	0.0	76	142
2004	TUNA	Lines	0.0	104	441
2004	TUNA	Trawlss	306.6	676013	108988
2004	TUNA	Lines	0.0	93	81
2004	TUNA	Lines	0.1	140	124
2004	TUNA	Trawlss	484.7	1068626	436631
2004	TUNA	Lines	2.9	6387	8902
2004	TUNA	Lines	0.4	776	972
2004	TUNA	Lines	9.2	20255	54879
2004	YELLOWTAIL JACK	Trawlss	14.4	31767	30654
2004	YELLOWTAIL JACK	Lines	7.3	16130	22198
2005	ANCHOVY	Trawlss	11181.4	24650527	1088748
2005	ANCHOVY	Lines	0.2	489	949
2005	BARRACUDA	Trawlss	31.2	68700	47102
2005	BARRACUDA	Lines	4.6	10122	8494
2005	BONITO	Trawlss	10.0	22151	5166
2005	BONITO	Lines	0.4	795	795
2005	CABEZON	Trawlss	0.1	311	380
2005	CABEZON	Pots and Traps And Traps	7.7	17058	96386
2005	CABEZON	Lines	23.0	50726	246037
2005	CARP	Unspecified Gear	10.6	23293	28253
2005	BIVALVES	Unspecified Gear	0.5	1090	4015
2005	CRAB	Pots and Traps And Traps	4924.7	10856901	18222801
2005	CRAB	Unspecified Gear	0.2	512	1031
2005	CRAB	Trawlss	0.2	525	757
2005	CRAB	Trawls	0.0	33	24
2005	CRAB	Trawls	0.1	259	384
2005	CRAB	Pots and Traps And Traps	496.1	1093622	1350123
2005	CRAB 	Trawlss	6.1	13530	12989
2005	CRAB 	Trawls	0.1	112	68
2005	CRAB 	Trawls	0.0	52	54
2005	CRAB 	Pots and Traps And Traps	27.9	61404	62657
2005	CRAB 	Unspecified Gear	0.1	157	150
2005	CRAYFISHES OR CRAWFISHES	Unspecified Gear	31.3	68958	101779
2005	CROAKER	Trawlss	6.9	15245	7947
2005	CROAKER	Trawls	0.3	686	295
2005	CROAKER	Trawls	4.9	10893	6181
2005	CROAKER	Lines	16.6	36666	33883
2005	DOLPHINFISH	Lines	0.1	321	871
2005	ECHINODERM	Unspecified Gear	1.9	4143	2116
2005	FINFISHES	Unspecified Gear	0.0	2	3
2005	FINFISHES	Trawlss	16.6	36569	27521
2005	FINFISHES	Trawls	1.8	4020	1348
2005	FINFISHES	Trawls	0.8	1692	2267
2005	FINFISHES	Pots and Traps And Traps	0.6	1301	2363
2005	FINFISHES	Lines	28.1	62004	141699
2005	FINFISHES	Lines	0.4	790	1829
2005	FINFISHES	Unspecified Gear	1.0	2257	6846
2005	FLATFISH	Trawlss	0.2	515	541
2005	FLATFISH	Trawls	1.5	3391	4153
2005	FLATFISH	Trawls	9.9	21748	29036
2005	FLATFISH	Lines	0.5	1026	988
2005	FLATFISH	Trawls	43.4	95680	10217
2005	FLATFISH, SANDDAB	Trawls	230.9	508941	236512
2005	FLATFISH, SANDDAB	Pots and Traps And Traps	0.4	839	492
2005	FLATFISH, SANDDAB	Lines	0.8	1760	4135
2005	FLATFISH	Trawls	36.8	81184	61497
2005	FLATFISH	Trawls	1.1	2335	5324
2005	FLATFISH	Lines	0.2	417	1109
2005	FLATFISH	Trawls	1.4	3090	1259
2005	FLATFISH	Unspecified Gear	0.3	707	337
2005	GREENLING	Pots and Traps And Traps	0.3	645	4270
2005	GREENLING	Lines	1.5	3206	18869
2005	GRENADIERS	Trawls	70.9	156353	21373
2005	GRENADIERS	Lines	61.4	135312	30108
2005	HAGFISHES	Trawlss	0.5	1142	666
2005	HAGFISHES	Pots and Traps And Traps	53.5	117894	113437
2005	HAKE	Trawls	3826.2	8435280	421764
2005	HAKE	Lines	0.5	1167	3098
2005	FLATFISH	Trawlss	49.3	108785	403507
2005	FLATFISH	Trawls	270.8	597071	1526418
2005	FLATFISH	Trawls	39.2	86396	424645
2005	FLATFISH	Pots and Traps And Traps	0.2	351	1238
2005	FLATFISH	Lines	59.5	131173	494203
2005	FLATFISH	Lines	2.2	4869	17469
2005	HERRING	Trawlss	355.0	782662	84289
2005	MACKEREL	Trawlss	213.3	470316	52472
2005	LINGCOD	Trawlss	0.4	783	839
2005	LINGCOD	Trawls	22.5	49510	36447
2005	LINGCOD	Pots and Traps And Traps	2.6	5652	10959
2005	LINGCOD	Lines	36.3	80055	142731
2005	LINGCOD	Lines	1.4	3024	7921
2005	LOBSTER	Pots and Traps And Traps	345.2	761031	6038571
2005	MACKEREL	Trawlss	3229.1	7118881	519979
2005	MACKEREL	Lines	14.5	31936	19876
2005	MOLLUSKS	Trawlss	0.2	391	1295
2005	MOLLUSKS	Pots and Traps And Traps	15.3	33807	57602
2005	MOLLUSKS	Unspecified Gear	4.5	9823	93797
2005	OCTOPUS	Trawls	0.8	1841	1020
2005	OCTOPUS	Pots and Traps And Traps	0.8	1656	1773
2005	OCTOPUS	Unspecified Gear	0.0	18	145
2005	BIVALVES	Unspecified Gear	471.7	1039851	7020338
2005	PRICKLEBACK	Lines	0.0	82	229
2005	ROCKFISH	Lines	0.1	258	412
2005	ROCKFISH	Trawlss	6.5	14394	14029
2005	ROCKFISH	Trawls	7.8	17178	9946
2005	ROCKFISH	Lines	1.9	4234	5475
2005	ROCKFISH	Pots and Traps And Traps	0.2	355	714
2005	ROCKFISH	Lines	75.3	166023	265210
2005	ROCKFISH	Lines	0.1	175	695
2005	ROCKFISH-AND-YELLOW	Pots and Traps And Traps	0.5	995	6696
2005	ROCKFISH-AND-YELLOW	Lines	9.8	21546	139918
2005	ROCKFISH	Trawlss	0.1	138	163
2005	ROCKFISH	Trawls	21.2	46635	26537
2005	ROCKFISH	Pots and Traps And Traps	0.1	145	240
2005	ROCKFISH	Lines	33.0	72804	94950
2005	ROCKFISH	Pots and Traps And Traps	0.1	177	189
2005	ROCKFISH	Lines	15.6	34471	47197
2005	ROCKFISH	Lines	0.0	75	205
2005	ROCKFISH	Trawls	2.7	5852	3590
2005	ROCKFISH	Pots and Traps And Traps	0.1	190	309
2005	ROCKFISH	Lines	4.1	9140	12340
2005	ROCKFISH	Lines	0.2	503	500
2005	ROCKFISH	Pots and Traps And Traps	0.3	699	3872
2005	ROCKFISH	Lines	21.9	48260	280341
2005	ROCKFISH	Lines	0.0	75	215
2005	ROCKFISH	Trawls	2.0	4473	2528
2005	ROCKFISH	Lines	0.1	136	395
2005	ROCKFISH	Trawlss	0.1	113	98
2005	ROCKFISH	Trawls	63.0	138952	66220
2005	ROCKFISH	Lines	3.3	7168	8007
2005	ROCKFISH	Lines	0.1	138	138
2005	ROCKFISH	Pots and Traps And Traps	0.0	22	164
2005	ROCKFISH	Lines	3.0	6684	43590
2005	ROCKFISH	Pots and Traps And Traps	0.0	48	255
2005	ROCKFISH	Lines	5.2	11401	45051
2005	ROCKFISH	Lines	0.0	85	91
2005	ROCKFISH	Trawls	14.9	32875	15293
2005	ROCKFISH	Lines	1.0	2291	5107
2005	ROCKFISH	Lines	0.0	91	192
2005	ROCKFISH	Pots and Traps And Traps	0.8	1713	11222
2005	ROCKFISH	Lines	17.5	38485	252000
2005	ROCKFISH	Pots and Traps And Traps	0.8	1831	18195
2005	ROCKFISH	Lines	11.9	26160	238552
2005	ROCKFISH	Lines	0.1	238	437
2005	ROCKFISH	Pots and Traps And Traps	0.0	16	37
2005	ROCKFISH	Lines	0.3	668	1176
2005	ROCKFISH	Trawls	0.1	183	76
2005	ROCKFISH	Pots and Traps And Traps	0.0	54	220
2005	ROCKFISH	Lines	0.8	1765	8732
2005	ROCKFISH	Lines	1.1	2387	4207
2005	ROCKFISH	Lines	0.1	178	559
2005	ROCKFISH	Lines	0.0	74	666
2005	ROCKFISH	Trawls	0.0	30	16
2005	ROCKFISH	Lines	1.4	2980	2668
2005	ROCKFISH	Lines	0.0	28	63
2005	ROCKFISH	Lines	0.0	64	52
2005	ROCKFISH	Trawls	1.0	2107	766
2005	ROCKFISH	Lines	0.2	521	1216
2005	ROCKFISH	Pots and Traps And Traps	0.0	34	79
2005	ROCKFISH	Lines	0.1	129	298
2005	ROCKFISH	Pots and Traps And Traps	0.1	209	1113
2005	ROCKFISH	Lines	0.7	1562	12155
2005	ROCKFISH	Pots and Traps And Traps	0.4	858	2068
2005	ROCKFISH	Lines	15.5	34142	75050
2005	ROCKFISH	Lines	0.5	1068	3150
2005	ROCKFISH	Trawls	5.1	11351	5198
2005	ROCKFISH	Lines	0.3	606	786
2005	ROCKFISH	Lines	0.1	196	196
2005	ROCKFISH	Trawls	4.2	9349	5000
2005	ROCKFISH	Lines	1.3	2935	5144
2005	ROCKFISH	Lines	0.1	328	512
2005	ROCKFISHES	Trawlss	4.5	9922	10290
2005	ROCKFISHES	Trawls	697.2	1537120	634644
2005	ROCKFISHES	Trawls	0.0	33	115
2005	ROCKFISHES	Pots and Traps And Traps	0.9	1981	4095
2005	ROCKFISHES	Lines	57.1	125844	349137
2005	ROCKFISHES	Lines	0.5	1082	3023
2005	ROCKFISHES	Unspecified Gear	0.0	41	79
2005	SABLEFISH	Trawlss	2.6	5797	7291
2005	SABLEFISH	Trawls	759.2	1673756	1535088
2005	SABLEFISH	Pots and Traps And Traps	341.0	751690	949268
2005	SABLEFISH	Lines	547.6	1207335	1794678
2005	SABLEFISH	Lines	1.0	2192	3114
2005	SABLEFISH	Unspecified Gear	2.0	4500	5625
2005	SALMON	Trawls	0.5	1101	4584
2005	SALMON	Lines	6.8	14886	46320
2005	SALMON	Lines	2243.7	4946428	12753113
2005	SARDINE	Trawlss	34620.4	76324102	3149480
2005	SARDINE	Lines	0.1	245	475
2005	SCORPIONFISHES	Trawlss	0.7	1532	3358
2005	SCORPIONFISHES	Trawls	3.0	6593	18507
2005	SCORPIONFISHES	Pots and Traps And Traps	0.2	506	1775
2005	SCORPIONFISHES	Lines	1.2	2746	9144
2005	SCULPINS	Trawls	1.4	3062	7509
2005	SCULPINS	Lines	0.0	78	197
2005	SEA BASS	Trawlss	2.6	5720	10327
2005	SEA BASS	Pots and Traps And Traps	0.0	61	92
2005	SEA BASS	Lines	0.1	303	821
2005	ECHINODERM	Trawls	86.4	190406	191219
2005	ECHINODERM	Trawls	26.8	58986	81086
2005	ECHINODERM	Unspecified Gear	148.4	327240	391273
2005	ECHINODERM	Unspecified Gear	5126.6	11302195	6155669
2005	SEA BASS	Trawlss	133.3	293826	725812
2005	SEA BASS	Trawls	1.1	2495	5104
2005	SEA BASS	Lines	4.5	9848	28662
2005	SEAWEED	Unspecified Gear	65868.3	145213170	117887
2005	SEAWEED	Unspecified Gear	0.0	60	100
2005	SHAD	Trawlss	33.1	73059	47005
2005	SHARK	Trawlss	8.8	19506	5909
2005	SHARK	Trawlss	5.3	11658	7982
2005	SHARK	Trawls	1.8	3928	1626
2005	SHARK	Pots and Traps And Traps	0.0	49	63
2005	SHARK	Lines	5.8	12879	10228
2005	SHARK	Trawlss	7.8	17272	10077
2005	SHARK	Trawls	0.9	1888	444
2005	SHARK	Trawls	1.8	3950	2429
2005	SHARK	Lines	1.1	2386	1080
2005	SHARK	Trawlss	28.6	63106	48132
2005	SHARK	Lines	3.7	8242	7586
2005	SHARK	Unspecified Gear	0.5	1027	982
2005	SHARK	Trawlss	24.0	52922	32435
2005	SHARK	Trawls	0.9	2036	1510
2005	SHARK	Lines	0.5	1196	794
2005	SHARK	Trawlss	7.3	16087	3268
2005	SHARK	Trawls	0.3	668	131
2005	SHARK	Trawlss	176.7	389535	267693
2005	SHARK	Trawls	0.1	162	144
2005	SHARK	Lines	1.1	2437	2380
2005	SHARK	Trawlss	3.8	8418	4797
2005	SHARK	Trawls	0.9	2053	1407
2005	SHARK	Trawls	0.3	691	359
2005	SHARK	Lines	2.9	6435	6802
2005	SHARK	Unspecified Gear	0.1	134	1149
2005	SHEEPHEAD	Trawlss	0.3	710	1582
2005	SHEEPHEAD	Pots and Traps And Traps	33.5	73933	306536
2005	SHEEPHEAD	Lines	5.7	12672	46995
2005	SHEEPHEAD	Unspecified Gear	0.3	594	2080
2005	SHELLFISH	Trawlss	1.5	3388	2432
2005	SHELLFISH	Trawls	0.0	99	406
2005	SHELLFISH	Trawls	0.0	92	117
2005	SHELLFISH	Pots and Traps And Traps	11.4	25075	6285
2005	SHELLFISH	Lines	1.1	2379	4553
2005	SHELLFISH	Lines	0.0	5	10
2005	SHELLFISH	Unspecified Gear	1.1	2371	1732
2005	SHRIMP	Trawlss	272.8	601425	7650
2005	SHRIMP	Trawls	23.2	51133	198045
2005	SHRIMP	Trawls	0.7	1617	4961
2005	SHRIMP	Unspecified Gear	0.0	20	419
2005	SHRIMP	Trawls	859.1	1893913	925204
2005	SHRIMP	Trawls	0.5	1148	3167
2005	SHRIMP	Trawls	27.3	60115	127675
2005	SHRIMP	Trawls	1.6	3616	15063
2005	SHRIMP	Pots and Traps And Traps	26.9	59200	234483
2005	SHRIMP	Trawls	0.1	328	3195
2005	SHRIMP	Pots and Traps And Traps	122.5	269970	2813160
2005	SKATE	Trawlss	10.7	23655	7894
2005	SKATE	Trawls	87.6	193223	34222
2005	SKATE	Trawls	2.5	5558	3857
2005	SKATE	Pots and Traps And Traps	0.0	105	38
2005	SKATE	Lines	9.8	21660	7755
2005	SMELT	Trawlss	103.1	227227	74121
2005	SMELT	Lines	2.3	5032	3662
2005	SOLE	Trawls	0.1	141	199
2005	SOLE	Trawls	2219.0	4892083	1801702
2005	SOLE	Trawls	0.1	151	474
2005	SOLE	Pots and Traps And Traps	0.1	207	377
2005	SOLE	Lines	0.2	365	629
2005	SOLE	Trawls	242.5	534688	177930
2005	SOLE	Trawls	1.1	2421	5032
2005	SOLE	Trawlss	0.0	43	43
2005	SOLE	Trawls	769.2	1695719	1615609
2005	SOLE	Lines	0.0	42	67
2005	SOLE	Trawls	213.0	469624	188038
2005	SOLE	Trawls	12.6	27828	13994
2005	SOLE	Lines	0.0	7	13
2005	SOLE	Trawls	25.7	56649	44359
2005	SOLE	Trawls	0.1	247	317
2005	SOLE	Lines	0.1	140	176
2005	SQUID	Trawlss	55727.3	122856419	31457559
2005	SQUID	Trawls	0.0	65	54
2005	SQUID	Trawls	0.0	98	48
2005	SQUID	Lines	1.6	3490	1306
2005	SURFPERCHES	Trawlss	1.9	4118	3190
2005	SURFPERCHES	Trawls	0.1	169	445
2005	SURFPERCHES	Pots and Traps And Traps	0.3	634	764
2005	SURFPERCHES	Lines	24.6	54176	100792
2005	SURFPERCHES	Unspecified Gear	0.0	9	55
2005	SWORDFISH	Trawlss	219.1	483039	1182133
2005	SWORDFISH	Lines	0.9	1941	4939
2005	SWORDFISH	Unspecified Gear	76.4	168386	709143
2005	THORNYHEAD	Trawls	194.1	427810	454021
2005	THORNYHEAD	Pots and Traps And Traps	0.0	28	124
2005	THORNYHEAD	Lines	130.0	286546	936900
2005	TUNA	Trawlss	19.4	42833	40224
2005	TUNA	Lines	219.6	484238	481019
2005	TUNA	Lines	240.3	529863	593976
2005	TUNA	Trawlss	206.4	455036	135468
2005	TUNA	Lines	0.3	582	937
2005	TUNA	Trawlss	522.2	1151330	291183
2005	TUNA	Lines	0.4	831	719
2005	TUNA	Trawlss	284.6	627321	312228
2005	TUNA	Lines	0.9	1999	3450
2005	YELLOWTAIL JACK	Trawlss	6.9	15218	16711
2005	YELLOWTAIL JACK	Lines	2.9	6371	11512
2006	ANCHOVY	Trawlss	12790.4	28197672	1296587
2006	ANCHOVY	Lines	0.2	355	710
2006	BARRACUDA	Trawlss	23.6	51941	35272
2006	BARRACUDA	Lines	1.9	4208	4165
2006	BONITO	Trawlss	2485.8	5480153	1520651
2006	BONITO	Lines	3.3	7348	6246
2006	BONITO	Lines	1.4	3129	3116
2006	CABEZON	Trawlss	0.0	103	183
2006	CABEZON	Pots and Traps And Traps	4.8	10586	67727
2006	CABEZON	Lines	23.3	51469	275488
2006	CARP	Unspecified Gear	1.5	3304	5438
2006	CRAB	Trawlss	1.8	3912	6329
2006	CRAB	Pots and Traps And Traps	11857.5	26141049	44907780
2006	CRAB	Unspecified Gear	0.2	401	1088
2006	CRAB	Pots and Traps And Traps	0.0	36	102
2006	CRAB	Trawlss	1.1	2348	3174
2006	CRAB	Trawls	0.0	73	55
2006	CRAB	Trawls	0.5	1070	2056
2006	CRAB	Pots and Traps And Traps	521.7	1150250	1464020
2006	CRAB 	Trawlss	4.9	10862	9506
2006	CRAB 	Trawls	0.0	91	45
2006	CRAB 	Trawls	0.0	87	26
2006	CRAB 	Pots and Traps And Traps	36.4	80140	88378
2006	CRAYFISHES OR CRAWFISHES	Unspecified Gear	52.8	116431	159114
2006	CROAKER	Trawlss	7.0	15382	11285
2006	CROAKER	Trawls	1.1	2477	883
2006	CROAKER	Trawls	15.3	33838	17352
2006	CROAKER	Lines	13.3	29222	28319
2006	DOLPHINFISH	Trawlss	0.1	141	231
2006	DOLPHINFISH	Lines	2.6	5832	16042
2006	ECHINODERM	Unspecified Gear	0.4	814	2913
2006	EEL	Pots and Traps And Traps	0.8	1719	15624
2006	FINFISHES	Trawlss	60.2	132709	105547
2006	FINFISHES	Trawls	0.5	1018	978
2006	FINFISHES	Trawls	4.2	9350	5660
2006	FINFISHES	Pots and Traps And Traps	1.0	2204	5012
2006	FINFISHES	Lines	13.0	28620	53226
2006	FINFISHES	Lines	87.6	193140	21597
2006	FINFISHES	Unspecified Gear	3.5	7759	13837
2006	FLATFISH	Trawlss	0.4	911	1148
2006	FLATFISH	Trawls	0.9	2027	2659
2006	FLATFISH	Trawls	15.6	34400	39276
2006	FLATFISH	Lines	0.4	939	1576
2006	FLATFISH	Trawls	31.8	70083	7426
2006	FLATFISH, SANDDAB	Trawls	113.1	249417	116303
2006	FLATFISH, SANDDAB	Trawls	0.1	130	84
2006	FLATFISH, SANDDAB	Lines	1.8	3978	13251
2006	FLATFISH	Trawls	29.5	65081	51918
2006	FLATFISH	Trawls	0.2	381	775
2006	FLATFISH	Lines	0.1	143	422
2006	FLATFISH	Trawls	0.6	1215	540
2006	GREENLING	Pots and Traps And Traps	0.3	616	4346
2006	GREENLING	Lines	1.4	2981	19348
2006	GRENADIERS	Trawls	50.2	110763	13967
2006	GRENADIERS	Lines	30.1	66426	14950
2006	HAGFISHES	Pots and Traps And Traps	67.7	149149	147647
2006	HAKE	Trawls	5415.2	11938455	630708
2006	HAKE	Lines	0.2	546	680
2006	FLATFISH	Trawlss	47.9	105709	452016
2006	FLATFISH	Trawls	185.3	408490	1241955
2006	FLATFISH	Trawls	45.3	99816	490753
2006	FLATFISH	Pots and Traps And Traps	1.2	2566	7445
2006	FLATFISH	Lines	45.0	99162	491240
2006	FLATFISH	Lines	2.0	4322	13110
2006	HERRING	Trawlss	731.0	1611650	432116
2006	MACKEREL	Trawlss	1166.0	2570650	198388
2006	MACKEREL	Lines	0.1	183	153
2006	MACKEREL	Lines	0.2	440	279
2006	LINGCOD	Trawlss	0.3	687	741
2006	LINGCOD	Trawls	27.6	60832	44443
2006	LINGCOD	Pots and Traps And Traps	2.8	6177	9032
2006	LINGCOD	Lines	31.7	69834	134194
2006	LINGCOD	Lines	1.2	2620	6907
2006	LOBSTER	Pots and Traps And Traps	402.0	886349	8110562
2006	MACKEREL	Trawlss	5897.2	13000891	821675
2006	MACKEREL	Trawls	0.0	88	41
2006	MACKEREL	Lines	5.8	12730	9749
2006	MACKEREL	Lines	0.1	278	140
2006	MOLLUSKS	Trawlss	0.1	117	217
2006	MOLLUSKS	Pots and Traps And Traps	30.6	67383	126361
2006	MOLLUSKS	Unspecified Gear	3.5	7766	86827
2006	OCTOPUS	Trawls	0.8	1728	977
2006	OCTOPUS	Pots and Traps And Traps	0.7	1435	1549
2006	OCTOPUS	Unspecified Gear	0.0	9	53
2006	PRICKLEBACK	Lines	0.0	63	186
2006	ROCKFISH	Trawls	0.1	289	117
2006	ROCKFISH	Lines	0.2	524	606
2006	ROCKFISH	Trawlss	11.1	24533	23910
2006	ROCKFISH	Trawls	20.6	45392	33888
2006	ROCKFISH	Lines	3.7	8053	8458
2006	ROCKFISH	Pots and Traps And Traps	0.1	204	411
2006	ROCKFISH	Lines	62.0	136774	251735
2006	ROCKFISH	Lines	0.3	618	1232
2006	ROCKFISH-AND-YELLOW	Pots and Traps And Traps	0.1	300	2116
2006	ROCKFISH-AND-YELLOW	Lines	8.2	18045	127515
2006	ROCKFISH	Trawlss	1.0	2124	2374
2006	ROCKFISH	Trawls	10.9	24086	16620
2006	ROCKFISH	Pots and Traps And Traps	0.9	1930	2479
2006	ROCKFISH	Lines	53.6	118244	143956
2006	ROCKFISH	Pots and Traps And Traps	0.0	78	113
2006	ROCKFISH	Lines	17.5	38658	58355
2006	ROCKFISH	Lines	0.1	293	854
2006	ROCKFISH	Trawlss	0.2	509	452
2006	ROCKFISH	Trawls	0.8	1699	998
2006	ROCKFISH	Pots and Traps And Traps	0.0	73	170
2006	ROCKFISH	Lines	3.7	8105	13504
2006	ROCKFISH	Lines	0.0	30	46
2006	ROCKFISH	Lines	0.0	90	205
2006	ROCKFISH	Pots and Traps And Traps	0.1	277	1663
2006	ROCKFISH	Lines	20.4	44930	270090
2006	ROCKFISH	Lines	0.0	104	395
2006	ROCKFISH	Trawls	2.5	5482	3201
2006	ROCKFISH	Trawlss	0.2	373	398
2006	ROCKFISH	Trawls	31.8	70097	40103
2006	ROCKFISH	Lines	6.1	13508	17880
2006	ROCKFISH	Pots and Traps And Traps	0.0	11	79
2006	ROCKFISH	Lines	3.0	6557	46770
2006	ROCKFISH	Pots and Traps And Traps	0.0	45	203
2006	ROCKFISH	Lines	3.8	8287	32218
2006	ROCKFISH	Trawls	19.9	43906	22846
2006	ROCKFISH	Lines	0.5	1190	2731
2006	ROCKFISH	Lines	0.2	528	791
2006	ROCKFISH	Pots and Traps And Traps	0.7	1611	11520
2006	ROCKFISH	Lines	14.8	32694	231063
2006	ROCKFISH	Pots and Traps And Traps	0.8	1694	16796
2006	ROCKFISH	Lines	16.9	37286	362433
2006	ROCKFISH	Lines	0.4	986	1042
2006	ROCKFISH	Lines	0.2	404	827
2006	ROCKFISH	Lines	0.0	22	22
2006	ROCKFISH	Pots and Traps And Traps	0.1	239	1139
2006	ROCKFISH	Lines	0.6	1329	8246
2006	ROCKFISH	Lines	1.1	2491	4378
2006	ROCKFISH	Lines	0.0	50	195
2006	ROCKFISH	Trawls	0.0	81	41
2006	ROCKFISH	Lines	0.0	66	143
2006	ROCKFISH	Lines	0.3	708	792
2006	ROCKFISH	Trawls	7.9	17381	5642
2006	ROCKFISH	Lines	0.1	170	194
2006	ROCKFISH	Lines	0.1	281	675
2006	ROCKFISH	Lines	0.0	26	26
2006	ROCKFISH	Pots and Traps And Traps	0.1	159	835
2006	ROCKFISH	Lines	0.7	1498	13103
2006	ROCKFISH	Pots and Traps And Traps	0.3	575	1489
2006	ROCKFISH	Lines	14.6	32194	80835
2006	ROCKFISH	Lines	0.3	560	1679
2006	ROCKFISH	Trawls	6.9	15286	10118
2006	ROCKFISH	Lines	0.8	1746	2418
2006	ROCKFISH	Trawls	1.0	2180	1765
2006	ROCKFISH	Lines	4.2	9329	16138
2006	ROCKFISH	Lines	0.0	59	104
2006	ROCKFISHES	Trawlss	5.2	11522	11636
2006	ROCKFISHES	Trawls	727.4	1603592	798025
2006	ROCKFISHES	Pots and Traps And Traps	1.4	3017	4400
2006	ROCKFISHES	Lines	61.7	135951	384123
2006	ROCKFISHES	Lines	2.0	4495	4612
2006	ROCKFISHES	Unspecified Gear	0.0	63	325
2006	SABLEFISH	Trawlss	3.3	7302	8414
2006	SABLEFISH	Trawls	763.2	1682464	1940596
2006	SABLEFISH	Pots and Traps And Traps	371.5	819030	1142425
2006	SABLEFISH	Lines	499.8	1101752	1792731
2006	SALMON	Trawls	0.8	1824	7593
2006	SALMON	Lines	0.9	2050	11663
2006	SALMON	Lines	534.8	1178957	5236040
2006	SARDINE	Trawlss	46415.2	102326944	5083101
2006	SARDINE	Pots and Traps And Traps	82.6	182200	6556
2006	SARDINE	Lines	0.5	1070	2140
2006	SCORPIONFISHES	Trawlss	0.4	978	2406
2006	SCORPIONFISHES	Trawls	1.4	3027	8880
2006	SCORPIONFISHES	Pots and Traps And Traps	0.2	377	1076
2006	SCORPIONFISHES	Lines	0.7	1512	5079
2006	SCULPINS	Trawls	1.1	2443	7532
2006	SCULPINS	Lines	0.0	32	114
2006	SEA BASS	Trawlss	2.6	5712	10758
2006	SEA BASS	Pots and Traps And Traps	0.1	216	1192
2006	ECHINODERM	Trawls	52.5	115832	139463
2006	ECHINODERM	Trawls	12.8	28239	40149
2006	ECHINODERM	Unspecified Gear	149.5	329674	418641
2006	ECHINODERM	Unspecified Gear	4835.5	10660273	5143121
2006	SEA BASS	Trawlss	174.7	385043	757579
2006	SEA BASS	Trawls	0.8	1844	3889
2006	SEA BASS	Trawls	0.0	66	304
2006	SEA BASS	Pots and Traps And Traps	0.6	1214	1766
2006	SEA BASS	Lines	6.9	15121	35488
2006	SEAWEED	Unspecified Gear	2922.2	6442275	8524
2006	SEAWEED	Unspecified Gear	0.0	82	392
2006	SHAD	Trawlss	22.8	50359	56726
2006	SHARK	Trawlss	4.1	8973	4176
2006	SHARK	Trawlss	6.3	13897	10884
2006	SHARK	Trawls	0.9	1943	927
2006	SHARK	Lines	3.8	8474	9335
2006	SHARK	Trawlss	10.6	23424	13910
2006	SHARK	Trawls	0.6	1226	313
2006	SHARK	Trawls	1.8	3926	2204
2006	SHARK	Lines	1.8	4008	1896
2006	SHARK	Trawlss	40.5	89257	68031
2006	SHARK	Lines	4.4	9710	9167
2006	SHARK	Unspecified Gear	0.3	734	1109
2006	SHARK	Trawlss	25.2	55578	35995
2006	SHARK	Trawls	1.3	2913	1884
2006	SHARK	Lines	1.7	3823	2318
2006	SHARK	Trawls	7.7	16898	4466
2006	SHARK	Trawlss	148.6	327645	281023
2006	SHARK	Lines	7.2	15769	13476
2006	SHARK	Trawlss	3.0	6637	11895
2006	SHARK	Trawls	0.3	667	359
2006	SHARK	Trawls	0.3	583	259
2006	SHARK	Lines	4.3	9390	7860
2006	SHARK	Unspecified Gear	0.2	360	731
2006	SHEEPHEAD	Trawlss	0.2	465	1353
2006	SHEEPHEAD	Pots and Traps And Traps	32.1	70658	311205
2006	SHEEPHEAD	Lines	6.4	14058	53635
2006	SHELLFISH	Trawlss	1.1	2365	1731
2006	SHELLFISH	Trawls	0.1	328	738
2006	SHELLFISH	Trawls	0.2	505	2204
2006	SHELLFISH	Pots and Traps And Traps	14.7	32491	8692
2006	SHELLFISH	Lines	1.9	4184	456
2006	SHELLFISH	Lines	0.1	276	150
2006	SHELLFISH	Dredge	0.4	980	784
2006	SHELLFISH	Unspecified Gear	0.0	19	101
2006	SHRIMP	Trawlss	228.1	502830	5056
2006	SHRIMP	Trawls	15.7	34616	155275
2006	SHRIMP	Trawls	2.4	5219	11259
2006	SHRIMP	Trawls	63.5	139901	66295
2006	SHRIMP	Trawls	1.5	3257	6637
2006	SHRIMP	Trawls	71.6	157879	317738
2006	SHRIMP	Trawls	0.1	260	865
2006	SHRIMP	Pots and Traps And Traps	16.3	35971	144841
2006	SHRIMP	Pots and Traps And Traps	143.5	316251	3502322
